filepath,label
ESC-50/audio/2-119748-A-38.wav,background
ESC-50/audio/2-122820-A-36.wav,background
ESC-50/audio/2-122820-B-36.wav,background
ESC-50/audio/2-126433-A-17.wav,background
ESC-50/audio/2-127108-A-38.wav,background
ESC-50/audio/2-131943-A-38.wav,background
ESC-50/audio/2-134700-A-38.wav,background
ESC-50/audio/2-135728-A-38.wav,background
ESC-50/audio/2-140147-A-38.wav,background
ESC-50/audio/2-141584-A-38.wav,background
ESC-50/audio/2-141681-A-36.wav,background
ESC-50/audio/2-141681-B-36.wav,background
ESC-50/audio/2-141682-A-36.wav,background
ESC-50/audio/2-141682-B-36.wav,background
ESC-50/audio/2-205966-A-16.wav,background
ESC-50/audio/2-25292-A-22.wav,background
ESC-50/audio/2-25293-A-22.wav,background
ESC-50/audio/2-50774-A-23.wav,background
ESC-50/audio/2-54961-A-23.wav,background
ESC-50/audio/2-54962-A-23.wav,background
ESC-50/audio/2-57733-A-22.wav,background
ESC-50/audio/2-60791-A-26.wav,background
ESC-50/audio/2-60794-A-26.wav,background
ESC-50/audio/2-60795-A-26.wav,background
ESC-50/audio/2-60900-A-22.wav,background
ESC-50/audio/2-62226-A-26.wav,background
ESC-50/audio/2-66205-A-23.wav,background
ESC-50/audio/2-72970-A-10.wav,background
ESC-50/audio/2-73027-A-10.wav,background
ESC-50/audio/2-73260-A-10.wav,background
ESC-50/audio/2-76408-A-22.wav,background
ESC-50/audio/2-76408-B-22.wav,background
ESC-50/audio/2-76408-C-22.wav,background
ESC-50/audio/2-76408-D-22.wav,background
ESC-50/audio/2-79769-A-26.wav,background
ESC-50/audio/2-79775-A-26.wav,background
ESC-50/audio/2-81731-A-10.wav,background
ESC-50/audio/2-82367-A-10.wav,background
ESC-50/audio/2-82455-A-23.wav,background
ESC-50/audio/2-84965-A-23.wav,background
ESC-50/audio/2-87781-A-10.wav,background
ESC-50/audio/2-88724-A-38.wav,background
ESC-50/audio/2-95567-A-23.wav,background
ESC-50/audio/2-98392-A-23.wav,background
ESC-50/audio/3-107123-A-26.wav,background
ESC-50/audio/3-108160-A-23.wav,background
ESC-50/audio/3-108451-A-17.wav,background
ESC-50/audio/3-108451-B-17.wav,background
ESC-50/audio/3-110536-A-26.wav,background
ESC-50/audio/3-112557-A-23.wav,background
ESC-50/audio/3-112557-B-23.wav,background
ESC-50/audio/3-117504-A-16.wav,background
ESC-50/audio/3-117504-B-16.wav,background
ESC-50/audio/3-118487-A-26.wav,background
ESC-50/audio/3-119459-A-26.wav,background
ESC-50/audio/3-126113-A-26.wav,background
ESC-50/audio/3-127874-A-17.wav,background
ESC-50/audio/3-130330-A-22.wav,background
ESC-50/audio/3-132747-A-26.wav,background
ESC-50/audio/3-132852-A-10.wav,background
ESC-50/audio/3-134699-A-16.wav,background
ESC-50/audio/3-134699-B-16.wav,background
ESC-50/audio/3-134699-C-16.wav,background
ESC-50/audio/3-136608-A-16.wav,background
ESC-50/audio/3-138114-A-22.wav,background
ESC-50/audio/3-140774-A-10.wav,background
ESC-50/audio/3-142005-A-10.wav,background
ESC-50/audio/3-142006-A-10.wav,background
ESC-50/audio/3-142349-A-17.wav,background
ESC-50/audio/3-142593-A-38.wav,background
ESC-50/audio/3-143929-A-10.wav,background
ESC-50/audio/3-143933-A-38.wav,background
ESC-50/audio/3-144128-A-23.wav,background
ESC-50/audio/3-144128-B-23.wav,background
ESC-50/audio/3-145719-A-17.wav,background
ESC-50/audio/3-149448-A-17.wav,background
ESC-50/audio/3-149465-A-22.wav,background
ESC-50/audio/3-150363-A-38.wav,background
ESC-50/audio/3-151206-A-23.wav,background
ESC-50/audio/3-152020-A-36.wav,background
ESC-50/audio/3-152020-B-36.wav,background
ESC-50/audio/3-152020-C-36.wav,background
ESC-50/audio/3-152912-A-26.wav,background
ESC-50/audio/3-152997-A-26.wav,background
ESC-50/audio/3-154439-A-17.wav,background
ESC-50/audio/3-157149-A-10.wav,background
ESC-50/audio/3-157487-A-10.wav,background
ESC-50/audio/3-157615-A-10.wav,background
ESC-50/audio/3-159346-A-36.wav,background
ESC-50/audio/3-159346-B-36.wav,background
ESC-50/audio/3-159347-A-36.wav,background
ESC-50/audio/3-159347-B-36.wav,background
ESC-50/audio/3-159348-A-36.wav,background
ESC-50/audio/3-161500-A-17.wav,background
ESC-50/audio/3-164688-A-38.wav,background
ESC-50/audio/3-166125-A-23.wav,background
ESC-50/audio/3-166125-B-23.wav,background
ESC-50/audio/3-170377-A-38.wav,background
ESC-50/audio/3-170383-A-38.wav,background
ESC-50/audio/3-171012-A-38.wav,background
ESC-50/audio/3-171041-A-38.wav,background
ESC-50/audio/3-177082-A-22.wav,background
ESC-50/audio/3-177083-A-22.wav,background
ESC-50/audio/3-181278-A-22.wav,background
ESC-50/audio/3-197435-A-22.wav,background
ESC-50/audio/3-197435-B-22.wav,background
ESC-50/audio/3-246513-A-16.wav,background
ESC-50/audio/3-246513-B-16.wav,background
ESC-50/audio/4-132803-A-26.wav,background
ESC-50/audio/4-132810-A-26.wav,background
ESC-50/audio/4-132816-A-26.wav,background
ESC-50/audio/4-133674-A-26.wav,background
ESC-50/audio/4-144083-A-16.wav,background
ESC-50/audio/4-144083-B-16.wav,background
ESC-50/audio/4-144083-C-16.wav,background
ESC-50/audio/4-144085-A-16.wav,background
ESC-50/audio/4-146200-A-36.wav,background
ESC-50/audio/4-155670-A-26.wav,background
ESC-50/audio/4-160999-A-10.wav,background
ESC-50/audio/4-161127-A-10.wav,background
ESC-50/audio/4-163264-A-10.wav,background
ESC-50/audio/4-163606-A-16.wav,background
ESC-50/audio/4-163608-B-16.wav,background
ESC-50/audio/4-163609-A-16.wav,background
ESC-50/audio/4-163609-B-16.wav,background
ESC-50/audio/4-164206-A-10.wav,background
ESC-50/audio/4-164243-A-26.wav,background
ESC-50/audio/4-166661-A-10.wav,background
ESC-50/audio/4-167571-A-26.wav,background
ESC-50/audio/4-168868-A-17.wav,background
ESC-50/audio/4-171706-A-23.wav,background
ESC-50/audio/4-172377-A-17.wav,background
ESC-50/audio/4-172732-A-36.wav,background
ESC-50/audio/4-172733-A-36.wav,background
ESC-50/audio/4-172734-A-36.wav,background
ESC-50/audio/4-172736-A-36.wav,background
ESC-50/audio/4-172736-B-36.wav,background
ESC-50/audio/4-175945-A-38.wav,background
ESC-50/audio/4-176914-A-23.wav,background
ESC-50/audio/4-177250-A-10.wav,background
ESC-50/audio/4-179984-A-38.wav,background
ESC-50/audio/4-180380-A-10.wav,background
ESC-50/audio/4-180453-A-17.wav,background
ESC-50/audio/4-181035-A-38.wav,background
ESC-50/audio/4-181286-A-10.wav,background
ESC-50/audio/4-181599-A-26.wav,background
ESC-50/audio/4-181628-A-17.wav,background
ESC-50/audio/4-181865-A-38.wav,background
ESC-50/audio/4-181999-A-36.wav,background
ESC-50/audio/4-182839-A-17.wav,background
ESC-50/audio/4-186693-A-17.wav,background
ESC-50/audio/4-187504-A-17.wav,background
ESC-50/audio/4-187504-B-17.wav,background
ESC-50/audio/4-188033-A-38.wav,background
ESC-50/audio/4-189828-A-22.wav,background
ESC-50/audio/4-189830-A-22.wav,background
ESC-50/audio/4-189832-A-22.wav,background
ESC-50/audio/4-189832-B-22.wav,background
ESC-50/audio/4-189833-A-22.wav,background
ESC-50/audio/4-189836-A-22.wav,background
ESC-50/audio/4-189838-A-22.wav,background
ESC-50/audio/4-191327-A-38.wav,background
ESC-50/audio/4-194680-A-36.wav,background
ESC-50/audio/4-194711-A-38.wav,background
ESC-50/audio/4-198025-A-23.wav,background
ESC-50/audio/4-198965-A-38.wav,background
ESC-50/audio/4-205526-A-23.wav,background
ESC-50/audio/4-205526-B-23.wav,background
ESC-50/audio/4-205738-A-22.wav,background
ESC-50/audio/4-207116-A-23.wav,background
ESC-50/audio/4-210000-A-23.wav,background
ESC-50/audio/4-210000-B-23.wav,background
ESC-50/audio/5-117773-A-16.wav,background
ESC-50/audio/5-157204-A-16.wav,background
ESC-50/audio/5-157204-B-16.wav,background
ESC-50/audio/5-171118-A-26.wav,background
ESC-50/audio/5-179496-A-16.wav,background
ESC-50/audio/5-179496-B-16.wav,background
ESC-50/audio/5-181766-A-10.wav,background
ESC-50/audio/5-182007-A-36.wav,background
ESC-50/audio/5-182010-A-36.wav,background
ESC-50/audio/5-182012-A-36.wav,background
ESC-50/audio/5-188365-A-36.wav,background
ESC-50/audio/5-188655-A-10.wav,background
ESC-50/audio/5-193339-A-10.wav,background
ESC-50/audio/5-194892-A-10.wav,background
ESC-50/audio/5-195710-A-10.wav,background
ESC-50/audio/5-198321-A-10.wav,background
ESC-50/audio/5-201194-A-38.wav,background
ESC-50/audio/5-202898-A-10.wav,background
ESC-50/audio/5-203739-A-10.wav,background
ESC-50/audio/5-205589-A-17.wav,background
ESC-50/audio/5-205589-B-17.wav,background
ESC-50/audio/5-207781-A-17.wav,background
ESC-50/audio/5-208624-A-38.wav,background
ESC-50/audio/5-209698-A-38.wav,background
ESC-50/audio/5-209833-A-38.wav,background
ESC-50/audio/5-209989-A-22.wav,background
ESC-50/audio/5-210571-A-38.wav,background
ESC-50/audio/5-212054-A-36.wav,background
ESC-50/audio/5-212059-A-36.wav,background
ESC-50/audio/5-212181-A-38.wav,background
ESC-50/audio/5-212730-A-17.wav,background
ESC-50/audio/5-212734-A-17.wav,background
ESC-50/audio/5-212736-A-17.wav,background
ESC-50/audio/5-213293-A-23.wav,background
ESC-50/audio/5-214362-A-17.wav,background
ESC-50/audio/5-215634-A-17.wav,background
ESC-50/audio/5-217186-A-16.wav,background
ESC-50/audio/5-217186-B-16.wav,background
ESC-50/audio/5-217186-C-16.wav,background
ESC-50/audio/5-218494-A-22.wav,background
ESC-50/audio/5-219342-A-38.wav,background
ESC-50/audio/5-221567-A-22.wav,background
ESC-50/audio/5-221568-A-22.wav,background
ESC-50/audio/5-221950-A-22.wav,background
ESC-50/audio/5-231551-A-36.wav,background
ESC-50/audio/5-232816-A-23.wav,background
ESC-50/audio/5-233260-A-23.wav,background
ESC-50/audio/5-234335-A-23.wav,background
ESC-50/audio/5-235593-A-23.wav,background
ESC-50/audio/5-235671-A-38.wav,background
ESC-50/audio/5-238492-A-23.wav,background
ESC-50/audio/5-242932-A-26.wav,background
ESC-50/audio/5-242932-B-26.wav,background
ESC-50/audio/5-244526-A-26.wav,background
ESC-50/audio/5-249937-A-22.wav,background
ESC-50/audio/5-253534-A-26.wav,background
ESC-50/audio/5-254160-A-22.wav,background
ESC-50/audio/5-259514-A-26.wav,background
ESC-50/audio/5-260164-A-23.wav,background
ESC-50/audio/5-261464-A-23.wav,background
ESC-50/audio/5-262957-A-22.wav,background
ESC-50/audio/5-263775-A-26.wav,background
ESC-50/audio/5-263775-B-26.wav,background
ESC-50/audio/5-263902-A-36.wav,background
snoring/Snoring Dataset/0/0_0.wav,background
snoring/Snoring Dataset/0/0_1.wav,background
snoring/Snoring Dataset/0/0_10.wav,background
snoring/Snoring Dataset/0/0_100.wav,background
snoring/Snoring Dataset/0/0_101.wav,background
snoring/Snoring Dataset/0/0_102.wav,background
snoring/Snoring Dataset/0/0_103.wav,background
snoring/Snoring Dataset/0/0_104.wav,background
snoring/Snoring Dataset/0/0_105.wav,background
snoring/Snoring Dataset/0/0_106.wav,background
snoring/Snoring Dataset/0/0_107.wav,background
snoring/Snoring Dataset/0/0_108.wav,background
snoring/Snoring Dataset/0/0_109.wav,background
snoring/Snoring Dataset/0/0_11.wav,background
snoring/Snoring Dataset/0/0_110.wav,background
snoring/Snoring Dataset/0/0_111.wav,background
snoring/Snoring Dataset/0/0_112.wav,background
snoring/Snoring Dataset/0/0_113.wav,background
snoring/Snoring Dataset/0/0_114.wav,background
snoring/Snoring Dataset/0/0_115.wav,background
snoring/Snoring Dataset/0/0_116.wav,background
snoring/Snoring Dataset/0/0_117.wav,background
snoring/Snoring Dataset/0/0_118.wav,background
snoring/Snoring Dataset/0/0_119.wav,background
snoring/Snoring Dataset/0/0_12.wav,background
snoring/Snoring Dataset/0/0_120.wav,background
snoring/Snoring Dataset/0/0_121.wav,background
snoring/Snoring Dataset/0/0_122.wav,background
snoring/Snoring Dataset/0/0_123.wav,background
snoring/Snoring Dataset/0/0_124.wav,background
snoring/Snoring Dataset/0/0_125.wav,background
snoring/Snoring Dataset/0/0_126.wav,background
snoring/Snoring Dataset/0/0_127.wav,background
snoring/Snoring Dataset/0/0_128.wav,background
snoring/Snoring Dataset/0/0_129.wav,background
snoring/Snoring Dataset/0/0_13.wav,background
snoring/Snoring Dataset/0/0_130.wav,background
snoring/Snoring Dataset/0/0_131.wav,background
snoring/Snoring Dataset/0/0_132.wav,background
snoring/Snoring Dataset/0/0_133.wav,background
snoring/Snoring Dataset/0/0_134.wav,background
snoring/Snoring Dataset/0/0_135.wav,background
snoring/Snoring Dataset/0/0_136.wav,background
snoring/Snoring Dataset/0/0_137.wav,background
snoring/Snoring Dataset/0/0_138.wav,background
snoring/Snoring Dataset/0/0_139.wav,background
snoring/Snoring Dataset/0/0_14.wav,background
snoring/Snoring Dataset/0/0_140.wav,background
snoring/Snoring Dataset/0/0_141.wav,background
snoring/Snoring Dataset/0/0_142.wav,background
snoring/Snoring Dataset/0/0_143.wav,background
snoring/Snoring Dataset/0/0_144.wav,background
snoring/Snoring Dataset/0/0_145.wav,background
snoring/Snoring Dataset/0/0_146.wav,background
snoring/Snoring Dataset/0/0_147.wav,background
snoring/Snoring Dataset/0/0_148.wav,background
snoring/Snoring Dataset/0/0_149.wav,background
snoring/Snoring Dataset/0/0_15.wav,background
snoring/Snoring Dataset/0/0_150.wav,background
snoring/Snoring Dataset/0/0_151.wav,background
snoring/Snoring Dataset/0/0_152.wav,background
snoring/Snoring Dataset/0/0_153.wav,background
snoring/Snoring Dataset/0/0_154.wav,background
snoring/Snoring Dataset/0/0_155.wav,background
snoring/Snoring Dataset/0/0_156.wav,background
snoring/Snoring Dataset/0/0_157.wav,background
snoring/Snoring Dataset/0/0_158.wav,background
snoring/Snoring Dataset/0/0_159.wav,background
snoring/Snoring Dataset/0/0_16.wav,background
snoring/Snoring Dataset/0/0_160.wav,background
snoring/Snoring Dataset/0/0_161.wav,background
snoring/Snoring Dataset/0/0_162.wav,background
snoring/Snoring Dataset/0/0_163.wav,background
snoring/Snoring Dataset/0/0_164.wav,background
snoring/Snoring Dataset/0/0_165.wav,background
snoring/Snoring Dataset/0/0_166.wav,background
snoring/Snoring Dataset/0/0_167.wav,background
snoring/Snoring Dataset/0/0_168.wav,background
snoring/Snoring Dataset/0/0_169.wav,background
snoring/Snoring Dataset/0/0_17.wav,background
snoring/Snoring Dataset/0/0_170.wav,background
snoring/Snoring Dataset/0/0_171.wav,background
snoring/Snoring Dataset/0/0_172.wav,background
snoring/Snoring Dataset/0/0_173.wav,background
snoring/Snoring Dataset/0/0_174.wav,background
snoring/Snoring Dataset/0/0_175.wav,background
snoring/Snoring Dataset/0/0_176.wav,background
snoring/Snoring Dataset/0/0_177.wav,background
snoring/Snoring Dataset/0/0_178.wav,background
snoring/Snoring Dataset/0/0_179.wav,background
snoring/Snoring Dataset/0/0_18.wav,background
snoring/Snoring Dataset/0/0_180.wav,background
snoring/Snoring Dataset/0/0_181.wav,background
snoring/Snoring Dataset/0/0_182.wav,background
snoring/Snoring Dataset/0/0_183.wav,background
snoring/Snoring Dataset/0/0_184.wav,background
snoring/Snoring Dataset/0/0_185.wav,background
snoring/Snoring Dataset/0/0_186.wav,background
snoring/Snoring Dataset/0/0_187.wav,background
snoring/Snoring Dataset/0/0_188.wav,background
snoring/Snoring Dataset/0/0_189.wav,background
snoring/Snoring Dataset/0/0_19.wav,background
snoring/Snoring Dataset/0/0_190.wav,background
snoring/Snoring Dataset/0/0_191.wav,background
snoring/Snoring Dataset/0/0_192.wav,background
snoring/Snoring Dataset/0/0_193.wav,background
snoring/Snoring Dataset/0/0_194.wav,background
snoring/Snoring Dataset/0/0_195.wav,background
snoring/Snoring Dataset/0/0_196.wav,background
snoring/Snoring Dataset/0/0_197.wav,background
snoring/Snoring Dataset/0/0_198.wav,background
snoring/Snoring Dataset/0/0_199.wav,background
snoring/Snoring Dataset/0/0_2.wav,background
snoring/Snoring Dataset/0/0_20.wav,background
snoring/Snoring Dataset/0/0_200.wav,background
snoring/Snoring Dataset/0/0_201.wav,background
snoring/Snoring Dataset/0/0_202.wav,background
snoring/Snoring Dataset/0/0_203.wav,background
snoring/Snoring Dataset/0/0_204.wav,background
snoring/Snoring Dataset/0/0_205.wav,background
snoring/Snoring Dataset/0/0_206.wav,background
snoring/Snoring Dataset/0/0_207.wav,background
snoring/Snoring Dataset/0/0_208.wav,background
snoring/Snoring Dataset/0/0_209.wav,background
snoring/Snoring Dataset/0/0_21.wav,background
snoring/Snoring Dataset/0/0_210.wav,background
snoring/Snoring Dataset/0/0_211.wav,background
snoring/Snoring Dataset/0/0_212.wav,background
snoring/Snoring Dataset/0/0_213.wav,background
snoring/Snoring Dataset/0/0_214.wav,background
snoring/Snoring Dataset/0/0_215.wav,background
snoring/Snoring Dataset/0/0_216.wav,background
snoring/Snoring Dataset/0/0_217.wav,background
snoring/Snoring Dataset/0/0_218.wav,background
snoring/Snoring Dataset/0/0_219.wav,background
snoring/Snoring Dataset/0/0_22.wav,background
snoring/Snoring Dataset/0/0_220.wav,background
snoring/Snoring Dataset/0/0_221.wav,background
snoring/Snoring Dataset/0/0_222.wav,background
snoring/Snoring Dataset/0/0_223.wav,background
snoring/Snoring Dataset/0/0_224.wav,background
snoring/Snoring Dataset/0/0_225.wav,background
snoring/Snoring Dataset/0/0_226.wav,background
snoring/Snoring Dataset/0/0_227.wav,background
snoring/Snoring Dataset/0/0_228.wav,background
snoring/Snoring Dataset/0/0_229.wav,background
snoring/Snoring Dataset/0/0_23.wav,background
snoring/Snoring Dataset/0/0_230.wav,background
snoring/Snoring Dataset/0/0_231.wav,background
snoring/Snoring Dataset/0/0_232.wav,background
snoring/Snoring Dataset/0/0_233.wav,background
snoring/Snoring Dataset/0/0_234.wav,background
snoring/Snoring Dataset/0/0_235.wav,background
snoring/Snoring Dataset/0/0_236.wav,background
snoring/Snoring Dataset/0/0_237.wav,background
snoring/Snoring Dataset/0/0_238.wav,background
snoring/Snoring Dataset/0/0_239.wav,background
snoring/Snoring Dataset/0/0_24.wav,background
snoring/Snoring Dataset/0/0_240.wav,background
snoring/Snoring Dataset/0/0_241.wav,background
snoring/Snoring Dataset/0/0_242.wav,background
snoring/Snoring Dataset/0/0_243.wav,background
snoring/Snoring Dataset/0/0_244.wav,background
snoring/Snoring Dataset/0/0_245.wav,background
snoring/Snoring Dataset/0/0_246.wav,background
snoring/Snoring Dataset/0/0_247.wav,background
snoring/Snoring Dataset/0/0_248.wav,background
snoring/Snoring Dataset/0/0_249.wav,background
snoring/Snoring Dataset/0/0_25.wav,background
snoring/Snoring Dataset/0/0_250.wav,background
snoring/Snoring Dataset/0/0_251.wav,background
snoring/Snoring Dataset/0/0_252.wav,background
snoring/Snoring Dataset/0/0_253.wav,background
snoring/Snoring Dataset/0/0_254.wav,background
snoring/Snoring Dataset/0/0_255.wav,background
snoring/Snoring Dataset/0/0_256.wav,background
snoring/Snoring Dataset/0/0_257.wav,background
snoring/Snoring Dataset/0/0_258.wav,background
snoring/Snoring Dataset/0/0_259.wav,background
snoring/Snoring Dataset/0/0_26.wav,background
snoring/Snoring Dataset/0/0_260.wav,background
snoring/Snoring Dataset/0/0_261.wav,background
snoring/Snoring Dataset/0/0_262.wav,background
snoring/Snoring Dataset/0/0_263.wav,background
snoring/Snoring Dataset/0/0_264.wav,background
snoring/Snoring Dataset/0/0_265.wav,background
snoring/Snoring Dataset/0/0_266.wav,background
snoring/Snoring Dataset/0/0_267.wav,background
snoring/Snoring Dataset/0/0_268.wav,background
snoring/Snoring Dataset/0/0_269.wav,background
snoring/Snoring Dataset/0/0_27.wav,background
snoring/Snoring Dataset/0/0_270.wav,background
snoring/Snoring Dataset/0/0_271.wav,background
snoring/Snoring Dataset/0/0_272.wav,background
snoring/Snoring Dataset/0/0_273.wav,background
snoring/Snoring Dataset/0/0_274.wav,background
snoring/Snoring Dataset/0/0_275.wav,background
snoring/Snoring Dataset/0/0_276.wav,background
snoring/Snoring Dataset/0/0_277.wav,background
snoring/Snoring Dataset/0/0_278.wav,background
snoring/Snoring Dataset/0/0_279.wav,background
snoring/Snoring Dataset/0/0_28.wav,background
snoring/Snoring Dataset/0/0_280.wav,background
snoring/Snoring Dataset/0/0_281.wav,background
snoring/Snoring Dataset/0/0_282.wav,background
snoring/Snoring Dataset/0/0_283.wav,background
snoring/Snoring Dataset/0/0_284.wav,background
snoring/Snoring Dataset/0/0_285.wav,background
snoring/Snoring Dataset/0/0_286.wav,background
snoring/Snoring Dataset/0/0_287.wav,background
snoring/Snoring Dataset/0/0_288.wav,background
snoring/Snoring Dataset/0/0_289.wav,background
snoring/Snoring Dataset/0/0_29.wav,background
snoring/Snoring Dataset/0/0_290.wav,background
snoring/Snoring Dataset/0/0_291.wav,background
snoring/Snoring Dataset/0/0_292.wav,background
snoring/Snoring Dataset/0/0_293.wav,background
snoring/Snoring Dataset/0/0_294.wav,background
snoring/Snoring Dataset/0/0_295.wav,background
snoring/Snoring Dataset/0/0_296.wav,background
snoring/Snoring Dataset/0/0_297.wav,background
snoring/Snoring Dataset/0/0_298.wav,background
snoring/Snoring Dataset/0/0_299.wav,background
snoring/Snoring Dataset/0/0_3.wav,background
snoring/Snoring Dataset/0/0_30.wav,background
snoring/Snoring Dataset/0/0_300.wav,background
snoring/Snoring Dataset/0/0_301.wav,background
snoring/Snoring Dataset/0/0_302.wav,background
snoring/Snoring Dataset/0/0_303.wav,background
snoring/Snoring Dataset/0/0_304.wav,background
snoring/Snoring Dataset/0/0_305.wav,background
snoring/Snoring Dataset/0/0_306.wav,background
snoring/Snoring Dataset/0/0_307.wav,background
snoring/Snoring Dataset/0/0_308.wav,background
snoring/Snoring Dataset/0/0_309.wav,background
snoring/Snoring Dataset/0/0_31.wav,background
snoring/Snoring Dataset/0/0_310.wav,background
snoring/Snoring Dataset/0/0_311.wav,background
snoring/Snoring Dataset/0/0_312.wav,background
snoring/Snoring Dataset/0/0_313.wav,background
snoring/Snoring Dataset/0/0_314.wav,background
snoring/Snoring Dataset/0/0_315.wav,background
snoring/Snoring Dataset/0/0_316.wav,background
snoring/Snoring Dataset/0/0_317.wav,background
snoring/Snoring Dataset/0/0_318.wav,background
snoring/Snoring Dataset/0/0_319.wav,background
snoring/Snoring Dataset/0/0_32.wav,background
snoring/Snoring Dataset/0/0_320.wav,background
snoring/Snoring Dataset/0/0_321.wav,background
snoring/Snoring Dataset/0/0_322.wav,background
snoring/Snoring Dataset/0/0_323.wav,background
snoring/Snoring Dataset/0/0_324.wav,background
snoring/Snoring Dataset/0/0_325.wav,background
snoring/Snoring Dataset/0/0_326.wav,background
snoring/Snoring Dataset/0/0_327.wav,background
snoring/Snoring Dataset/0/0_328.wav,background
snoring/Snoring Dataset/0/0_329.wav,background
snoring/Snoring Dataset/0/0_33.wav,background
snoring/Snoring Dataset/0/0_330.wav,background
snoring/Snoring Dataset/0/0_331.wav,background
snoring/Snoring Dataset/0/0_332.wav,background
snoring/Snoring Dataset/0/0_333.wav,background
snoring/Snoring Dataset/0/0_334.wav,background
snoring/Snoring Dataset/0/0_335.wav,background
snoring/Snoring Dataset/0/0_336.wav,background
snoring/Snoring Dataset/0/0_337.wav,background
snoring/Snoring Dataset/0/0_338.wav,background
snoring/Snoring Dataset/0/0_339.wav,background
snoring/Snoring Dataset/0/0_34.wav,background
snoring/Snoring Dataset/0/0_340.wav,background
snoring/Snoring Dataset/0/0_341.wav,background
snoring/Snoring Dataset/0/0_342.wav,background
snoring/Snoring Dataset/0/0_343.wav,background
snoring/Snoring Dataset/0/0_344.wav,background
snoring/Snoring Dataset/0/0_345.wav,background
snoring/Snoring Dataset/0/0_346.wav,background
